44666,11832.0
11632,1115.0
44816,14658.0
67591,4679.0
32357,2753.0
87681,1679.0
64059,13252.0
11192,8410.0
20789,1184.0
6140,23740.0
15617,27472.0
34828,1302.0
59923,10376.0
67763,37366.0
19608,9778.0
63252,16570.0
51061,5139.0
26423,8507.0
69806,1737.0
33029,9476.0
87666,10883.0
67109,2820.0
2341,4264.0
58018,8242.0
23486,5334.0
26240,9826.0
22739,3904.0
86463,37374.0
14635,1208.0
64282,5552.0
32459,143.0
32651,7229.0
73106,8093.0
70959,10901.0
48130,14237.0
13395,11463.0
51515,16761.0
44148,20459.0
11925,10421.0
29792,10966.0
49224,10531.0
66590,260.0
65727,6909.0
1028,2459.0
24047,6281.0
32280,10476.0
28370,6499.0
67332,896.0
33863,8934.0
59804,11312.0
44225,12450.0
60542,11904.0
903,57.0
73953,1830.0
43511,2283.0
32243,4357.0
66499,2765.0
66914,214.0
4028,639.0
38111,4143.0
56046,6303.0
17063,23463.0
30830,1347.0
82783,2415.0
47835,9741.0
53917,5223.0
41010,1512.0
36665,3616.0
56258,7010.0
18450,12338.0
9771,24840.0
66328,37347.0
44120,9536.0
2225,24104.0
5331,1998.0
18077,4054.0
17243,3777.0
23892,18958.0
86204,1422.0
59907,806.0
49416,4321.0
53535,8910.0
40739,3663.0
50969,154.0
87535,3351.0
34805,6770.0
349,2535.0
6887,5077.0
59879,4640.0
85553,14101.0
19202,6566.0
54593,22635.0
79077,4597.0
26242,1392.0
57645,1073.0
77656,2106.0
66751,9197.0
58124,4492.0
71449,5120.0
16995,4289.0
81526,9651.0
63375,21239.0
74880,2842.0
67760,37379.0
31027,3530.0
64564,8052.0
51860,32644.0
78827,13326.0
67177,7733.0
84179,24991.0
9165,4024.0
51657,7705.0
16321,10837.0
10789,158.0
74080,9955.0
30264,2546.0
14257,37335.0
89637,5155.0
80051,9679.0
53824,17836.0
69950,5923.0
10172,15570.0
10792,5548.0
10315,23209.0
56540,31595.0
59242,8197.0
80917,16288.0
30458,4686.0
41247,21349.0
68963,5393.0
41297,10274.0
63820,12794.0
83703,12062.0
66129,11443.0
6637,2442.0
85426,4715.0
72232,227.0
60072,6875.0
51454,11170.0
3279,10180.0
54344,5588.0
46016,11006.0
79856,1204.0
784,9035.0
2142,936.0
69198,12773.0
17329,37353.0
15514,5966.0
86500,3239.0
72114,8251.0
26849,3620.0
38214,11250.0
7765,306.0
76276,13937.0
38821,6235.0
77121,11151.0
52946,8154.0
39495,6161.0
6645,22700.0
12315,457.0
40846,2003.0
22488,3346.0
25458,8284.0
30318,18653.0
1804,5549.0
83051,12427.0
21102,4400.0
37006,6533.0
34747,27512.0
13447,1546.0
70856,19004.0
87137,7130.0
48014,5921.0
45851,8872.0
17858,17442.0
37102,13823.0
41030,169.0
42745,7767.0
18884,16350.0
56423,6721.0
69457,2083.0
24330,9172.0
62320,11065.0
40890,2471.0
86479,1860.0
23885,9073.0
8426,1470.0
33034,2016.0
41281,4526.0
74814,3664.0
47053,948.0
31354,7809.0
54843,17615.0
35164,7568.0
7057,1058.0
74541,8984.0
71314,1920.0
735,7586.0
8949,37370.0
57096,3326.0
7717,1042.0
20773,4705.0
48886,21908.0
55978,3236.0
69422,16148.0
78245,4663.0
32992,3785.0
7393,13687.0
70273,3946.0
21810,559.0
7600,7517.0
75980,2242.0
20498,149.0
54073,6709.0
51995,5696.0
18285,6733.0
75734,15219.0
86250,44.0
89270,16748.0
16293,464.0
49432,830.0
58141,14385.0
53685,11223.0
6160,694.0
55355,10758.0
57234,8249.0
72079,7810.0
14616,5485.0
32900,8975.0
75762,11296.0
79362,4656.0
25484,3449.0
71032,10002.0
57154,4501.0
57603,12909.0
67701,2914.0
25985,7413.0
13823,45.0
48450,9244.0
40547,80.0
58114,498.0
79975,1098.0
81868,2339.0
33934,1749.0
7403,1712.0
52755,2782.0
41449,10396.0
598,37385.0
3252,12618.0
80355,2457.0
46263,2591.0
23108,18561.0
61451,7231.0
5376,6987.0
87568,696.0
61990,30345.0
36848,7950.0
77822,15439.0
82503,24522.0
71405,524.0
2734,7796.0
9772,5906.0
23459,3142.0
64418,19853.0
49226,6819.0
65924,6892.0
76938,6463.0
47987,9708.0
894,19078.0
10970,26164.0
66596,10138.0
10686,24322.0
46710,16050.0
38253,37371.0
85193,6623.0
55226,937.0
41907,7734.0
41409,229.0
38807,19729.0
10175,15048.0
69013,2876.0
79438,652.0
15367,14350.0
77409,4259.0
12135,335.0
65404,17137.0
70146,4130.0
34277,2840.0
9183,11687.0
55830,2372.0
41098,3939.0
81439,12909.0
2295,4711.0
19088,919.0
65949,6815.0
418,1906.0
56953,18222.0
6002,8508.0
79930,7173.0
41514,5483.0
18962,2368.0
27134,1948.0
59742,1907.0
27568,3917.0
263,37384.0
49722,5286.0
40740,21091.0
56610,422.0
45906,5979.0
88687,10989.0
9744,15460.0
16118,1098.0
17798,18943.0
86520,5478.0
47690,626.0
88266,8741.0
78663,2851.0
7557,5587.0
80463,18909.0
89653,1013.0
35581,6748.0
27667,9608.0
28604,595.0
41968,18845.0
45222,7211.0
87510,726.0
30304,3862.0
44810,9068.0
18617,37353.0
23650,1169.0
73379,37368.0
73886,294.0
40820,7322.0
38661,5049.0
16128,9.0
57979,17303.0
54316,2755.0
27263,9408.0
69949,4765.0
51809,9798.0
5456,15465.0
56473,2695.0
69831,6929.0
18813,1886.0
34575,2786.0
17531,9994.0
88956,286.0
41221,15363.0
61618,6195.0
19004,170.0
5139,20183.0
36642,18112.0
38799,1705.0
41259,5609.0
51841,1140.0
58851,118.0
22527,190.0
8247,3654.0
44328,4735.0
19768,37364.0
79275,5090.0
3652,3534.0
76079,15513.0
12326,2523.0
87623,3356.0
32402,6361.0
48895,6279.0
46470,7724.0
72877,15018.0
74921,37349.0
4381,10032.0
21455,12663.0
87923,9249.0
1239,3677.0
7657,6164.0
89148,14232.0
81168,3797.0
11807,12739.0
39561,8511.0
70077,9782.0
28716,2884.0
6365,8788.0
77199,554.0
75278,1041.0
80353,3837.0
1231,7443.0
5568,7462.0
85452,5163.0
5119,7969.0
47650,1795.0
63525,5810.0
19661,10459.0
13513,9071.0
35406,166.0
62634,6485.0
48144,7919.0
73587,294.0
13845,6924.0
66291,260.0
36305,4170.0
4098,2643.0
85318,1957.0
49407,4593.0
30617,37366.0
38318,2374.0
45383,7204.0
76831,6759.0
8484,3854.0
12723,1196.0
82927,11833.0
19791,2726.0
70263,940.0
2727,4903.0
38224,6235.0
42871,6040.0
67471,1130.0
11087,5591.0
83018,20298.0
62583,10275.0
32172,602.0
7449,7449.0
37835,1556.0
36489,16240.0
82370,15468.0
11720,7794.0
17047,37378.0
23356,5882.0
1312,5583.0
87492,7046.0
72270,9194.0
7832,8766.0
84829,1962.0
15037,10202.0
35087,3883.0
26022,508.0
87380,1679.0
81272,8374.0
59030,7113.0
11018,520.0
44767,7389.0
2077,4279.0
34913,11186.0
21502,2862.0
19715,171.0
7886,1161.0
61123,14475.0
73838,2513.0
89055,1250.0
3600,17155.0
7448,2706.0
52143,1140.0
11362,37371.0
56939,10243.0
29591,3332.0
27178,19633.0
